-0.367360	0.091840	1.000000
-0.067416	0.055959	1.000000
0.076655	-0.426865	1.000000
0.000830	-0.007497	1.000000
-0.248990	0.195954	1.000000
-0.545904	0.675381	-1.000000
0.739609	-0.407681	-1.000000
0.615149	-0.470441	-1.000000
0.435434	-0.290518	-1.000000
0.175861	0.162953	1.000000
-0.208405	-0.034558	1.000000
0.084853	0.581820	-1.000000
-0.130031	0.220322	1.000000
0.515213	0.205960	-1.000000
0.067308	0.147890	1.000000
-0.293725	-0.289540	1.000000
0.031168	0.182659	1.000000
0.341506	-0.760548	-1.000000
-0.333230	0.028930	1.000000
-0.145452	0.689352	-1.000000
0.321282	-0.905904	-1.000000
-0.026098	0.068315	1.000000
-0.050487	0.579260	-1.000000
0.005280	0.144485	1.000000
-0.575033	0.306916	-1.000000
0.672035	-0.681225	-1.000000
0.114290	-0.737050	-1.000000
-0.536682	0.774533	-1.000000
-0.488360	-0.088758	1.000000
-0.070336	0.128091	1.000000
-0.366368	-0.288015	1.000000
-0.370261	-0.144988	1.000000
-0.082747	-0.289885	1.000000
0.058955	0.841597	-1.000000
-0.772176	-0.432628	-1.000000
-0.775544	0.602525	-1.000000
-0.718899	-0.341139	-1.000000
0.911635	-0.122556	-1.000000
-0.043367	-0.039501	1.000000
-0.056957	0.792600	-1.000000
0.366264	0.668759	-1.000000
0.052258	-0.132908	1.000000
-0.207210	0.482263	-1.000000
-0.312005	-0.017462	1.000000
-0.030955	0.117568	1.000000
-0.075435	-0.236958	1.000000
-0.766961	-0.399225	-1.000000
0.805784	-0.514724	-1.000000
0.021130	-0.003560	1.000000
0.208173	0.470106	-1.000000
0.371289	-0.563152	-1.000000
0.033868	0.304788	1.000000
-0.317669	0.020830	1.000000
0.082581	0.608176	-1.000000
0.407379	0.588616	-1.000000
0.080037	0.189285	1.000000
-0.925519	-0.219895	-1.000000
0.025862	0.068890	1.000000
-0.035621	-0.020200	1.000000
0.104279	0.034000	1.000000
-0.068445	-0.330725	1.000000
-0.265038	-0.380417	1.000000
-0.651549	-0.121153	-1.000000
0.022718	-0.003857	1.000000
0.258401	0.889751	-1.000000
0.449115	0.027621	1.000000
-0.781342	-0.160213	-1.000000
0.190649	-0.019693	1.000000
-0.001023	-0.003903	1.000000
-0.184100	0.455944	1.000000
-0.648681	-0.717023	-1.000000
0.449434	0.712869	-1.000000
-0.339729	0.471937	-1.000000
0.148269	-0.309579	1.000000
-0.000280	-0.000227	1.000000
-0.888317	0.395549	-1.000000
0.125610	0.126131	1.000000
-0.036354	0.241441	1.000000
-0.448507	-0.293824	-1.000000
-0.268234	-0.878399	-1.000000
0.035472	0.317520	1.000000
0.894056	0.395840	-1.000000
-0.419628	0.446548	-1.000000
-0.713552	0.090124	-1.000000
0.359219	-0.736567	-1.000000
-0.023457	0.550355	-1.000000
0.146412	-0.975280	-1.000000
0.534964	0.097939	-1.000000
-0.106117	-0.122270	1.000000
0.003339	0.095859	1.000000
-0.441028	-0.678141	-1.000000
0.166413	-0.093431	1.000000
0.161730	-0.230772	1.000000
-0.773740	0.014422	-1.000000
-0.134117	0.478021	1.000000
0.351845	0.583092	-1.000000
0.402270	-0.578985	-1.000000
0.095967	-0.283044	1.000000
-0.491088	-0.327633	-1.000000
-0.602906	-0.589132	-1.000000
